season,week,game_type,home_team,away_team,spread_line,model_spread,margin
2022,20,DIV,KC,JAX,10.0,8.42,7
2022,20,DIV,PHI,NYG,8.0,8.53,31
2022,20,DIV,BUF,CIN,6.0,1.42,-17
2022,20,DIV,SF,DAL,3.5,1.85,7
2022,21,CON,PHI,SF,2.5,0.84,24
2022,21,CON,KC,CIN,2.0,2.96,3
2022,22,SB,PHI,KC,1.0,-0.68,-3
2023,1,REG,KC,DET,4.0,4.95,-1
2023,1,REG,ATL,CAR,3.5,0.78,14
2023,1,REG,BAL,HOU,9.5,4.44,16
2023,1,REG,CLE,CIN,-1.0,1.5,21
2023,1,REG,IND,JAX,-4.0,-0.55,-10
2023,1,REG,MIN,TB,4.0,0.08,-3
2023,1,REG,NO,TEN,3.0,2.47,1
2023,1,REG,PIT,SF,-1.5,0.01,-23
2023,1,REG,WAS,ARI,7.0,3.99,4
2023,1,REG,CHI,GB,1.0,3.29,-18
2023,1,REG,DEN,LV,3.0,-0.46,-1
2023,1,REG,LAC,MIA,3.0,-3.83,-2
2023,1,REG,NE,PHI,-3.5,-9.34,-5
2023,1,REG,SEA,LA,4.5,4.62,-17
2023,1,REG,NYG,DAL,-3.5,-4.9,-40
2023,1,REG,NYJ,BUF,-2.5,-2.98,6
2023,2,REG,PHI,MIN,6.0,11.71,6
2023,2,REG,ATL,GB,3.0,2.56,1
2023,2,REG,BUF,LV,7.5,6.39,28
2023,2,REG,CIN,BAL,3.5,0.44,-3
2023,2,REG,DET,SEA,4.5,3.48,-6
2023,2,REG,HOU,IND,-1.0,1.78,-11
2023,2,REG,JAX,KC,-3.5,-4.08,-8
2023,2,REG,TB,CHI,2.5,2.71,10
2023,2,REG,TEN,LAC,-2.5,1.72,3
2023,2,REG,ARI,NYG,-5.0,-2.17,-3
2023,2,REG,LA,SF,-7.5,-5.47,-7
2023,2,REG,DAL,NYJ,8.5,6.06,20
2023,2,REG,DEN,WAS,4.0,3.3,-2
2023,2,REG,NE,MIA,-2.0,-5.73,-7
2023,2,REG,CAR,NO,-3.0,0.78,-3
2023,2,REG,PIT,CLE,-2.5,5.82,4
2023,3,REG,SF,NYG,10.5,8.92,18
2023,3,REG,BAL,IND,7.5,4.53,-3
2023,3,REG,CLE,TEN,3.5,2.09,24
2023,3,REG,DET,ATL,3.0,6.51,14
2023,3,REG,GB,NO,-1.5,-1.0,1
2023,3,REG,JAX,HOU,7.5,3.85,-20
2023,3,REG,MIA,DEN,6.0,8.15,50
2023,3,REG,MIN,LAC,1.0,0.8,-4
2023,3,REG,NYJ,NE,-2.5,4.83,-5
2023,3,REG,WAS,BUF,-5.5,-6.76,-34
2023,3,REG,SEA,CAR,5.0,3.81,10
2023,3,REG,ARI,DAL,-11.5,-8.76,12
2023,3,REG,KC,CHI,13.0,9.03,31
2023,3,REG,LV,PIT,3.0,-1.66,-5
2023,3,REG,TB,PHI,-6.0,-6.71,-14
2023,3,REG,CIN,LA,3.0,3.23,3
2023,4,REG,GB,DET,-2.5,-3.99,-14
2023,4,REG,JAX,ATL,3.5,2.31,16
2023,4,REG,BUF,MIA,2.5,2.08,28
2023,4,REG,CAR,MIN,-4.5,2.47,-8
2023,4,REG,CHI,DEN,-3.0,2.34,-3
2023,4,REG,CLE,BAL,-2.0,0.25,-25
2023,4,REG,HOU,PIT,-3.0,-3.75,24
2023,4,REG,IND,LA,-1.0,1.65,-6
2023,4,REG,NO,TB,4.0,1.77,-17
2023,4,REG,PHI,WAS,9.5,13.37,3
2023,4,REG,TEN,CIN,-2.5,1.1,24
2023,4,REG,LAC,LV,7.0,0.48,7
2023,4,REG,DAL,NE,6.5,9.2,35
2023,4,REG,SF,ARI,15.0,12.78,19
2023,4,REG,NYJ,KC,-9.5,-4.12,-3
2023,4,REG,NYG,SEA,-2.5,-1.3,-21
2023,5,REG,WAS,CHI,6.0,-0.56,-20
2023,5,REG,BUF,JAX,5.5,4.63,-5
2023,5,REG,ATL,HOU,2.5,1.55,2
2023,5,REG,DET,CAR,9.5,5.6,18
2023,5,REG,IND,TEN,-2.5,0.7,7
2023,5,REG,MIA,NYG,12.5,8.19,15
2023,5,REG,NE,NO,2.5,-1.01,-34
2023,5,REG,PIT,BAL,-4.5,4.38,7
2023,5,REG,ARI,CIN,-3.0,-3.77,-14
2023,5,REG,LA,PHI,-3.5,-8.35,-9
2023,5,REG,DEN,NYJ,2.5,-0.48,-10
2023,5,REG,MIN,KC,-3.5,-6.24,-7
2023,5,REG,SF,DAL,3.5,2.33,32
2023,5,REG,LV,GB,1.0,4.79,4
2023,6,REG,KC,DEN,10.5,9.68,11
2023,6,REG,TEN,BAL,-5.5,-1.84,-8
2023,6,REG,ATL,WAS,1.5,3.21,-8
2023,6,REG,CHI,MIN,-3.0,2.29,-6
2023,6,REG,CIN,SEA,3.0,0.3,4
2023,6,REG,CLE,SF,-9.5,-4.12,2
2023,6,REG,HOU,NO,-2.0,0.01,7
2023,6,REG,JAX,IND,4.0,3.94,17
2023,6,REG,MIA,CAR,14.0,7.32,21
2023,6,REG,LV,NE,3.0,4.8,4
2023,6,REG,LA,ARI,7.0,5.62,17
2023,6,REG,NYJ,PHI,-6.5,-6.2,6
2023,6,REG,TB,DET,-3.0,-1.38,-14
2023,6,REG,BUF,NYG,15.5,8.59,5
2023,6,REG,LAC,DAL,-1.5,-3.91,-3
2023,7,REG,NO,JAX,2.5,1.22,-7
2023,7,REG,BAL,DET,3.0,-0.23,32
2023,7,REG,CHI,LV,-2.5,0.19,18
2023,7,REG,IND,CLE,-3.5,0.3,-1
2023,7,REG,NE,BUF,-7.5,-6.12,4
2023,7,REG,NYG,WAS,-3.0,3.26,7
2023,7,REG,TB,ATL,3.0,3.44,-3
2023,7,REG,LA,PIT,3.5,-3.79,-7
2023,7,REG,SEA,ARI,9.5,8.55,10
2023,7,REG,DEN,GB,1.5,2.65,2
2023,7,REG,KC,LAC,5.5,8.74,14
2023,7,REG,PHI,MIA,3.0,5.3,14
2023,7,REG,MIN,SF,-7.0,-5.44,5
2023,8,REG,BUF,TB,10.0,6.88,6
2023,8,REG,CAR,HOU,-3.0,2.46,2
2023,8,REG,DAL,LA,6.5,8.22,23
2023,8,REG,GB,MIN,-1.0,0.69,-14
2023,8,REG,IND,NO,-2.0,-0.08,-11
2023,8,REG,MIA,NE,7.5,9.11,14
2023,8,REG,NYG,NYJ,-3.0,-0.52,-3
2023,8,REG,PIT,JAX,-2.5,4.97,-10
2023,8,REG,TEN,ATL,-2.5,2.75,5
2023,8,REG,WAS,PHI,-7.0,-9.98,-7
2023,8,REG,SEA,CLE,4.0,3.27,4
2023,8,REG,ARI,BAL,-9.5,-5.02,-7
2023,8,REG,DEN,KC,-7.0,-6.3,15
2023,8,REG,SF,CIN,4.0,7.32,-14
2023,8,REG,LAC,CHI,9.5,1.99,17
2023,8,REG,DET,LV,7.0,4.28,12
2023,9,REG,PIT,TEN,3.5,6.22,4
2023,9,REG,KC,MIA,1.0,1.53,7
2023,9,REG,ATL,MIN,3.5,1.55,-3
2023,9,REG,BAL,SEA,6.0,1.55,34
2023,9,REG,CLE,ARI,13.0,6.96,27
2023,9,REG,GB,LA,3.5,0.72,17
2023,9,REG,HOU,TB,2.5,0.09,2
2023,9,REG,NE,WAS,2.5,2.34,-3
2023,9,REG,NO,CHI,9.0,2.79,7
2023,9,REG,CAR,IND,-1.5,2.55,-14
2023,9,REG,LV,NYG,1.0,3.88,24
2023,9,REG,PHI,DAL,3.5,5.21,5
2023,9,REG,CIN,BUF,1.5,-3.6,6
2023,9,REG,NYJ,LAC,-3.0,2.93,-21
2023,10,REG,CHI,CAR,3.0,1.51,3
2023,10,REG,NE,IND,-1.0,-0.94,-4
2023,10,REG,BAL,CLE,6.0,3.13,-2
2023,10,REG,CIN,HOU,5.5,3.19,-3
2023,10,REG,JAX,SF,-3.0,-3.27,-31
2023,10,REG,MIN,NO,-3.0,0.0,8
2023,10,REG,PIT,GB,3.0,8.14,4
2023,10,REG,TB,TEN,2.5,2.39,14
2023,10,REG,ARI,ATL,-2.0,-2.12,2
2023,10,REG,LAC,DET,-2.5,-2.1,-3
2023,10,REG,DAL,NYG,17.5,8.28,32
2023,10,REG,SEA,WAS,6.0,6.25,3
2023,10,REG,LV,NYJ,-1.0,1.67,4
2023,10,REG,BUF,DEN,7.5,8.54,-2
2023,11,REG,BAL,CIN,4.0,2.94,14
2023,11,REG,CAR,DAL,-11.0,-4.02,-23
2023,11,REG,CLE,PIT,2.5,-2.44,3
2023,11,REG,DET,CHI,8.0,5.78,5
2023,11,REG,GB,LAC,-3.0,-0.2,3
2023,11,REG,HOU,ARI,5.5,5.66,5
2023,11,REG,JAX,TEN,6.5,2.94,20
2023,11,REG,MIA,LV,14.0,6.0,7
2023,11,REG,WAS,NYG,7.5,0.13,-12
2023,11,REG,SF,TB,13.5,7.21,13
2023,11,REG,BUF,NYJ,8.0,6.37,26
2023,11,REG,LA,SEA,2.5,-1.24,1
2023,11,REG,DEN,MIN,2.5,1.64,1
2023,11,REG,KC,PHI,2.5,-0.39,-4
2023,12,REG,DET,GB,8.5,7.38,-7
2023,12,REG,DAL,WAS,13.0,9.84,35
2023,12,REG,SEA,SF,-7.0,-2.54,-18
2023,12,REG,NYJ,MIA,-9.5,-2.59,-21
2023,12,REG,ATL,NO,-2.0,-0.14,9
2023,12,REG,CIN,PIT,-2.0,-2.25,-6
2023,12,REG,HOU,JAX,-1.0,-0.47,-3
2023,12,REG,IND,TB,2.5,0.0,7
2023,12,REG,NYG,NE,-4.5,2.61,3
2023,12,REG,TEN,CAR,3.5,1.83,7
2023,12,REG,ARI,LA,-3.0,-2.23,-23
2023,12,REG,DEN,CLE,1.5,0.33,17
2023,12,REG,LV,KC,-9.0,-4.15,-14
2023,12,REG,PHI,BUF,2.5,4.91,3
2023,12,REG,LAC,BAL,-3.0,-0.17,-10
2023,12,REG,MIN,CHI,3.0,1.1,-2
2023,13,REG,DAL,SEA,9.5,5.29,6
2023,13,REG,HOU,DEN,3.5,1.75,5
2023,13,REG,NE,LAC,-4.5,-0.21,-6
2023,13,REG,NO,DET,-4.0,-1.3,-5
2023,13,REG,NYJ,ATL,-2.0,3.95,-5
2023,13,REG,PIT,ARI,6.0,11.1,-14
2023,13,REG,TEN,IND,-1.5,2.69,-3
2023,13,REG,WAS,MIA,-8.5,-6.37,-30
2023,13,REG,TB,CAR,4.0,2.53,3
2023,13,REG,LA,CLE,3.5,0.35,17
2023,13,REG,PHI,SF,-3.0,4.58,-23
2023,13,REG,GB,KC,-5.5,-7.25,8
2023,13,REG,JAX,CIN,10.0,2.35,-3
2023,14,REG,PIT,NE,6.0,8.15,-3
2023,14,REG,ATL,TB,1.5,-0.06,-4
2023,14,REG,BAL,LA,7.5,4.48,6
2023,14,REG,CHI,DET,-3.0,-2.39,15
2023,14,REG,CIN,IND,3.0,3.28,20
2023,14,REG,CLE,JAX,2.5,0.84,4
2023,14,REG,NO,CAR,5.5,2.61,22
2023,14,REG,NYJ,HOU,-3.5,3.81,24
2023,14,REG,LV,MIN,-3.0,3.79,-3
2023,14,REG,SF,SEA,14.5,5.93,12
2023,14,REG,KC,BUF,2.0,2.83,-3
2023,14,REG,LAC,DEN,3.0,2.63,-17
2023,14,REG,DAL,PHI,3.5,-1.83,20
2023,14,REG,MIA,TEN,14.0,7.18,-1
2023,14,REG,NYG,GB,-6.0,2.6,2
2023,15,REG,LV,LAC,3.0,2.9,42
2023,15,REG,CIN,MIN,3.0,3.2,3
2023,15,REG,IND,PIT,1.5,-3.83,17
2023,15,REG,DET,DEN,5.5,6.43,25
2023,15,REG,CAR,ATL,-3.0,2.61,2
2023,15,REG,CLE,CHI,3.0,2.41,3
2023,15,REG,GB,TB,4.0,-0.92,-14
2023,15,REG,MIA,NYJ,7.5,5.98,30
2023,15,REG,NE,KC,-10.0,-7.26,-10
2023,15,REG,NO,NYG,6.0,3.48,18
2023,15,REG,TEN,HOU,3.0,2.6,-3
2023,15,REG,ARI,SF,-12.5,-9.39,-16
2023,15,REG,LA,WAS,6.5,3.32,8
2023,15,REG,BUF,DAL,2.0,2.0,21
2023,15,REG,JAX,BAL,-4.0,1.1,-16
2023,15,REG,SEA,PHI,-5.0,-5.43,3
2023,16,REG,LA,NO,4.0,-0.03,8
2023,16,REG,PIT,CIN,-3.0,5.63,23
2023,16,REG,LAC,BUF,-13.0,-4.22,-2
2023,16,REG,ATL,IND,3.0,1.63,19
2023,16,REG,CAR,GB,-3.5,3.47,-3
2023,16,REG,HOU,CLE,-3.0,0.39,-14
2023,16,REG,MIN,DET,-2.5,-2.99,-6
2023,16,REG,NYJ,WAS,3.0,5.47,2
2023,16,REG,TEN,SEA,-3.0,-0.29,-3
2023,16,REG,TB,JAX,-2.0,1.14,18
2023,16,REG,CHI,ARI,4.5,6.24,11
2023,16,REG,MIA,DAL,1.5,1.61,2
2023,16,REG,DEN,NE,7.0,2.66,-3
2023,16,REG,KC,LV,11.0,7.53,-6
2023,16,REG,PHI,NYG,14.0,11.8,8
2023,16,REG,SF,BAL,6.5,6.07,-14
2023,17,REG,CLE,NYJ,6.5,0.89,17
2023,17,REG,DAL,DET,5.5,3.5,1
2023,17,REG,BAL,MIA,3.0,-1.96,37
2023,17,REG,BUF,NE,15.0,9.51,6
2023,17,REG,CHI,ATL,3.0,2.43,20
2023,17,REG,HOU,TEN,5.0,0.78,23
2023,17,REG,IND,LV,3.5,-0.48,3
2023,17,REG,JAX,CAR,3.5,3.08,26
2023,17,REG,NYG,LA,-6.0,1.63,-1
2023,17,REG,PHI,ARI,12.0,15.66,-4
2023,17,REG,TB,NO,2.5,1.61,-10
2023,17,REG,WAS,SF,-14.0,-7.09,-17
2023,17,REG,SEA,PIT,4.5,-0.86,-7
2023,17,REG,DEN,LAC,3.5,0.75,7
2023,17,REG,KC,CIN,7.5,8.12,8
2023,17,REG,MIN,GB,1.0,2.7,-23
2023,18,REG,BAL,PIT,-3.0,-1.0,-7
2023,18,REG,IND,HOU,-1.5,1.61,-4
2023,18,REG,CAR,TB,-5.0,0.86,-9
2023,18,REG,CIN,CLE,7.5,1.89,17
2023,18,REG,DET,MIN,3.5,6.37,10
2023,18,REG,NE,NYJ,2.5,-1.44,-14
2023,18,REG,NO,ATL,3.5,3.53,31
2023,18,REG,TEN,JAX,-3.5,0.44,8
2023,18,REG,ARI,SEA,-2.5,-5.16,-1
2023,18,REG,GB,CHI,2.5,0.09,8
2023,18,REG,LAC,KC,3.5,-5.36,-1
2023,18,REG,LV,DEN,3.5,3.84,13
2023,18,REG,NYG,PHI,-4.5,-8.42,17
2023,18,REG,SF,LA,5.5,8.85,-1
2023,18,REG,WAS,DAL,-13.0,-6.46,-28
2023,18,REG,MIA,BUF,-2.5,1.3,-7
2023,19,WC,HOU,CLE,-2.5,0.39,31
2023,19,WC,KC,MIA,4.5,3.22,19
2023,19,WC,DAL,GB,7.0,9.19,-16
2023,19,WC,DET,LA,3.5,6.41,1
2023,19,WC,BUF,PIT,10.0,3.05,14
2023,19,WC,TB,PHI,-2.5,-6.71,23
2023,20,DIV,BAL,HOU,10.0,4.44,24
2023,20,DIV,SF,GB,10.5,9.83,3
2023,20,DIV,DET,TB,6.0,4.76,8
2023,20,DIV,BUF,KC,2.5,0.55,-3
2023,21,CON,BAL,KC,4.5,-3.49,-7
2023,21,CON,SF,DET,7.5,4.14,3
2023,22,SB,KC,SF,-1.5,0.81,3
2024,1,REG,KC,BAL,3.0,4.08,7
2024,1,REG,PHI,GB,2.0,4.24,5
2024,1,REG,ATL,PIT,4.0,-0.72,-8
2024,1,REG,BUF,ARI,6.5,9.93,6
2024,1,REG,CHI,TEN,4.0,5.25,7
2024,1,REG,CIN,NE,8.0,7.87,-6
2024,1,REG,IND,HOU,-3.0,-0.93,-2
2024,1,REG,MIA,JAX,3.5,5.49,3
2024,1,REG,NO,CAR,3.5,3.9,37
2024,1,REG,NYG,MIN,-1.0,-2.86,-22
2024,1,REG,LAC,LV,3.0,10.14,12
2024,1,REG,SEA,DEN,6.5,4.71,6
2024,1,REG,CLE,DAL,2.5,1.72,-16
2024,1,REG,TB,WAS,4.0,1.83,17
2024,1,REG,DET,LA,5.0,4.66,6
2024,1,REG,SF,NYJ,3.5,6.98,13
2024,2,REG,MIA,BUF,2.5,-1.99,-21
2024,2,REG,BAL,LV,9.0,9.37,-3
2024,2,REG,CAR,LAC,-5.0,-4.16,-23
2024,2,REG,DAL,NO,6.5,0.72,-25
2024,2,REG,DET,TB,7.5,4.83,-4
2024,2,REG,GB,IND,-3.0,2.51,6
2024,2,REG,JAX,CLE,3.0,1.05,-5
2024,2,REG,MIN,SF,-4.5,-1.13,6
2024,2,REG,NE,SEA,-3.5,-3.67,-3
2024,2,REG,TEN,NYJ,-3.5,0.44,-7
2024,2,REG,WAS,NYG,1.5,4.71,3
2024,2,REG,ARI,LA,-1.0,-1.42,31
2024,2,REG,DEN,PIT,-3.0,-3.38,-7
2024,2,REG,KC,CIN,6.5,4.19,1
2024,2,REG,HOU,CHI,6.0,1.9,6
2024,2,REG,PHI,ATL,5.5,4.58,-1
2024,3,REG,NYJ,NE,6.5,4.63,21
2024,3,REG,CLE,NYG,6.5,3.31,-6
2024,3,REG,IND,CHI,1.5,-0.72,5
2024,3,REG,MIN,HOU,-2.0,1.65,27
2024,3,REG,NO,PHI,2.5,-2.78,-3
2024,3,REG,PIT,LAC,3.0,2.04,10
2024,3,REG,TB,DEN,6.0,3.36,-19
2024,3,REG,TEN,GB,3.0,-0.27,-16
2024,3,REG,LV,CAR,5.5,-0.9,-14
2024,3,REG,SEA,MIA,4.0,1.43,21
2024,3,REG,ARI,DET,-3.0,-4.38,-7
2024,3,REG,DAL,BAL,-1.5,-2.15,-3
2024,3,REG,LA,SF,-6.0,-2.35,3
2024,3,REG,ATL,KC,-3.0,-1.98,-5
2024,3,REG,BUF,JAX,4.0,9.17,37
2024,3,REG,CIN,WAS,7.5,3.99,-5
2024,4,REG,NYG,DAL,-5.5,0.11,-5
2024,4,REG,ATL,NO,2.5,3.28,2
2024,4,REG,CAR,CIN,-4.5,-3.27,-10
2024,4,REG,CHI,LA,3.0,2.75,6
2024,4,REG,GB,MIN,2.5,-0.07,-2
2024,4,REG,HOU,JAX,5.5,5.32,4
2024,4,REG,IND,PIT,-2.5,-2.89,3
2024,4,REG,NYJ,DEN,7.5,2.29,-1
2024,4,REG,TB,PHI,-1.0,-2.19,17
2024,4,REG,ARI,WAS,3.5,-1.11,-28
2024,4,REG,SF,NE,10.5,9.92,17
2024,4,REG,LAC,KC,-7.5,0.09,-7
2024,4,REG,LV,CLE,-2.5,-2.17,4
2024,4,REG,BAL,BUF,2.5,-1.33,25
2024,4,REG,MIA,TEN,2.5,5.63,-19
2024,4,REG,DET,SEA,3.5,3.48,13
2024,5,REG,ATL,TB,2.5,2.68,6
2024,5,REG,MIN,NYJ,2.5,2.47,6
2024,5,REG,CHI,CAR,4.0,5.72,26
2024,5,REG,CIN,BAL,-2.5,1.58,-3
2024,5,REG,HOU,BUF,1.0,-2.16,3
2024,5,REG,JAX,IND,3.5,0.69,3
2024,5,REG,NE,MIA,-2.0,-3.93,-5
2024,5,REG,WAS,CLE,3.0,3.09,21
2024,5,REG,DEN,LV,3.0,5.42,16
2024,5,REG,SF,ARI,7.0,8.85,-1
2024,5,REG,LA,GB,-3.0,2.23,-5
2024,5,REG,SEA,NYG,7.0,6.2,-9
2024,5,REG,PIT,DAL,2.5,6.66,-3
2024,5,REG,KC,NO,5.5,6.95,13
2024,6,REG,SEA,SF,-3.5,-1.18,-12
2024,6,REG,CHI,JAX,-1.5,3.41,19
2024,6,REG,BAL,WAS,6.5,4.11,7
2024,6,REG,GB,ARI,5.5,4.26,21
2024,6,REG,NE,HOU,-6.5,-3.76,-20
2024,6,REG,NO,TB,-3.5,1.1,-24
2024,6,REG,PHI,CLE,8.0,7.11,4
2024,6,REG,TEN,IND,2.5,0.55,-3
2024,6,REG,DEN,LAC,-3.0,-3.03,-7
2024,6,REG,LV,PIT,-3.5,-7.11,-19
2024,6,REG,CAR,ATL,-6.0,-2.1,-18
2024,6,REG,DAL,DET,-3.5,-3.02,-38
2024,6,REG,NYG,CIN,-4.5,-3.62,-10
2024,6,REG,NYJ,BUF,-1.0,-4.67,-3
2024,7,REG,NO,DEN,-2.5,2.76,-23
2024,7,REG,JAX,NE,6.5,1.83,16
2024,7,REG,ATL,SEA,3.0,1.33,-20
2024,7,REG,BUF,TEN,9.5,9.32,24
2024,7,REG,CLE,CIN,-5.5,-2.01,-7
2024,7,REG,GB,HOU,3.0,-0.11,2
2024,7,REG,IND,MIA,3.0,-1.1,6
2024,7,REG,MIN,DET,1.0,-0.05,-2
2024,7,REG,NYG,PHI,-3.0,-5.34,-25
2024,7,REG,LA,LV,7.0,7.27,5
2024,7,REG,WAS,CAR,10.0,4.36,33
2024,7,REG,SF,KC,2.5,1.25,-10
2024,7,REG,PIT,NYJ,-3.0,6.17,22
2024,7,REG,TB,BAL,-4.5,-0.58,-10
2024,7,REG,ARI,LAC,-1.0,-4.3,2
2024,8,REG,LA,MIN,-3.0,0.47,10
2024,8,REG,CIN,PHI,2.5,-0.02,-20
2024,8,REG,CLE,BAL,-7.5,-2.12,5
2024,8,REG,DET,TEN,12.5,7.16,38
2024,8,REG,HOU,IND,5.0,4.31,3
2024,8,REG,JAX,GB,-3.5,-0.13,-3
2024,8,REG,MIA,ARI,4.0,6.24,-1
2024,8,REG,NE,NYJ,-7.0,-1.25,3
2024,8,REG,TB,ATL,-1.5,0.7,-5
2024,8,REG,LAC,NO,7.0,5.34,18
2024,8,REG,SEA,BUF,-3.0,-2.25,-21
2024,8,REG,DEN,CAR,13.0,2.83,14
2024,8,REG,LV,KC,-9.0,-8.36,-7
2024,8,REG,WAS,CHI,1.5,0.33,3
2024,8,REG,SF,DAL,5.5,7.48,6
2024,8,REG,PIT,NYG,6.0,8.25,8
2024,9,REG,NYJ,HOU,2.5,-0.82,8
2024,9,REG,ATL,DAL,3.0,4.25,6
2024,9,REG,BAL,DEN,9.0,5.64,31
2024,9,REG,BUF,MIA,6.5,5.37,3
2024,9,REG,CAR,NO,-7.0,-0.51,1
2024,9,REG,CIN,LV,8.0,9.25,17
2024,9,REG,CLE,LAC,-2.0,-2.9,-17
2024,9,REG,NYG,WAS,-4.5,-1.32,-5
2024,9,REG,TEN,NE,3.0,3.38,3
2024,9,REG,ARI,CHI,1.5,-2.47,20
2024,9,REG,PHI,JAX,7.5,7.76,5
2024,9,REG,GB,DET,-2.5,-1.81,-10
2024,9,REG,SEA,LA,-1.5,2.86,-6
2024,9,REG,MIN,IND,6.5,4.27,8
2024,9,REG,KC,TB,9.0,6.35,6
2024,10,REG,BAL,CIN,6.0,1.81,1
2024,10,REG,CAR,NYG,-6.5,0.35,3
2024,10,REG,CHI,NE,6.5,6.93,-16
2024,10,REG,IND,BUF,-4.5,-4.78,-10
2024,10,REG,JAX,MIN,-7.0,-1.89,-5
2024,10,REG,KC,DEN,7.5,8.02,2
2024,10,REG,NO,ATL,-3.5,0.11,3
2024,10,REG,TB,SF,-6.5,-2.53,-3
2024,10,REG,WAS,PIT,1.5,-1.85,-1
2024,10,REG,LAC,TEN,8.0,7.07,10
2024,10,REG,ARI,NYJ,-2.0,-0.17,25
2024,10,REG,DAL,PHI,-7.5,-3.75,-28
2024,10,REG,HOU,DET,-4.5,-0.01,-3
2024,10,REG,LA,MIA,2.5,0.25,-8
2024,11,REG,PHI,WAS,4.5,5.71,8
2024,11,REG,CHI,GB,-6.0,3.29,-1
2024,11,REG,DET,JAX,14.0,7.02,46
2024,11,REG,MIA,LV,8.0,8.7,15
2024,11,REG,NE,LA,-4.0,-2.5,-6
2024,11,REG,NO,CLE,-1.0,2.63,21
2024,11,REG,NYJ,IND,4.0,1.8,-1
2024,11,REG,PIT,BAL,-3.0,2.82,2
2024,11,REG,TEN,MIN,-6.0,-2.03,-10
2024,11,REG,DEN,ATL,2.0,-0.96,32
2024,11,REG,SF,SEA,6.0,4.56,-3
2024,11,REG,BUF,KC,2.5,2.33,9
2024,11,REG,LAC,CIN,1.0,2.59,7
2024,11,REG,DAL,HOU,-7.5,-1.32,-24
2024,12,REG,CLE,PIT,-3.5,-3.25,5
2024,12,REG,CAR,KC,-11.0,-5.77,-3
2024,12,REG,CHI,MIN,-3.0,1.53,-3
2024,12,REG,HOU,TEN,8.0,5.46,-5
2024,12,REG,IND,DET,-7.0,-2.63,-18
2024,12,REG,MIA,NE,7.5,7.32,19
2024,12,REG,NYG,TB,-6.5,-1.46,-23
2024,12,REG,WAS,DAL,10.5,3.12,-8
2024,12,REG,LV,DEN,-6.5,-2.04,-10
2024,12,REG,GB,SF,6.5,-2.89,28
2024,12,REG,SEA,ARI,-1.0,5.98,10
2024,12,REG,LA,PHI,-3.0,-2.01,-17
2024,12,REG,LAC,BAL,-3.0,2.47,-7
2024,13,REG,DET,CHI,9.5,3.6,3
2024,13,REG,DAL,NYG,4.5,3.28,7
2024,13,REG,GB,MIA,3.5,-0.29,13
2024,13,REG,KC,LV,13.5,11.75,2
2024,13,REG,ATL,LAC,-1.0,-0.37,-4
2024,13,REG,CIN,PIT,3.0,0.45,-6
2024,13,REG,JAX,HOU,-3.5,-1.93,-3
2024,13,REG,MIN,ARI,3.5,6.03,1
2024,13,REG,NE,IND,-2.5,-1.14,-1
2024,13,REG,NYJ,SEA,1.0,-0.73,-5
2024,13,REG,WAS,TEN,6.0,3.88,23
2024,13,REG,CAR,TB,-6.5,-1.11,-3
2024,13,REG,NO,LA,-2.5,0.92,-7
2024,13,REG,BAL,PHI,3.0,0.09,-5
2024,13,REG,BUF,SF,6.5,2.77,25
2024,13,REG,DEN,CLE,6.5,1.56,9
2024,14,REG,DET,GB,3.0,5.2,3
2024,14,REG,MIA,NYJ,6.5,4.38,6
2024,14,REG,MIN,ATL,6.0,2.1,21
2024,14,REG,NYG,NO,-5.5,-0.87,-3
2024,14,REG,PHI,CAR,14.0,8.37,6
2024,14,REG,PIT,CLE,6.0,6.63,13
2024,14,REG,TB,LV,7.0,7.09,15
2024,14,REG,TEN,JAX,3.0,1.55,-4
2024,14,REG,ARI,SEA,3.0,-2.59,-12
2024,14,REG,LA,BUF,-3.5,-3.43,2
2024,14,REG,SF,CHI,3.0,4.68,25
2024,14,REG,KC,LAC,5.0,3.3,2
2024,14,REG,DAL,CIN,-5.0,-2.04,-7
2024,15,REG,SF,LA,3.0,5.74,-6
2024,15,REG,CAR,DAL,2.5,0.46,-16
2024,15,REG,CLE,KC,-4.5,-4.51,-14
2024,15,REG,HOU,MIA,2.5,1.52,8
2024,15,REG,JAX,NYJ,-3.5,0.58,-7
2024,15,REG,NO,WAS,-7.5,1.23,-1
2024,15,REG,NYG,BAL,-16.5,-3.74,-21
2024,15,REG,TEN,CIN,-6.0,-2.8,-10
2024,15,REG,ARI,NE,6.0,2.77,13
2024,15,REG,DEN,IND,4.5,1.21,18
2024,15,REG,DET,BUF,2.5,-0.46,-6
2024,15,REG,LAC,TB,3.0,4.75,-23
2024,15,REG,PHI,PIT,5.5,2.17,14
2024,15,REG,SEA,GB,-3.0,3.41,-17
2024,15,REG,MIN,CHI,7.0,1.86,18
2024,15,REG,LV,ATL,-6.5,-4.69,-6
2024,16,REG,LAC,DEN,3.0,6.41,7
2024,16,REG,KC,HOU,3.5,4.91,8
2024,16,REG,BAL,PIT,7.0,0.57,17
2024,16,REG,ATL,NYG,9.5,5.84,27
2024,16,REG,CAR,ARI,-5.5,1.83,6
2024,16,REG,CHI,DET,-7.0,-0.22,-17
2024,16,REG,CIN,CLE,10.0,5.39,18
2024,16,REG,IND,TEN,4.0,2.84,8
2024,16,REG,NYJ,LA,-3.0,0.45,-10
