full_name,team,position,grp,points,qb,rush,recv,def,base,snap_pct,rot_w,years_exp
Latrell McCutchin,TEN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Marlon Jones,GB,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Lorenzo Styles,NO,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
DeShon Singleton,KC,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Jakobe Thomas,MIN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
DeVonta Smith,CAR,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Ja'Qurious Conley,TB,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Elijah Culp,ARI,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Jaylon Guilbeau,CAR,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Ahmari Harvey,DEN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
John Saunders Jr.,NE,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Genesis Smith,LAC,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Jayden Price,NO,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,2
Eric Rogers,LAC,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Stephen Hall,HOU,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Murvin Kenion,GB,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Jacob Thomas,MIN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
DaShawn Jones,NO,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Michael Taaffe,MIA,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Parker Robertson,DEN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Channing Canada,NE,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Jalen McMurray,TEN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Justin Walley,IND,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Emmanuel McNeil-Warren,CLE,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Daylen Everette,PIT,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Dom Jones,CLE,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
MJ Devonshire,GB,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,2
Bud Clark,SEA,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Tyreek Chappell,MIN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Preston Hodge,JAX,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Noah Avinger,LAC,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Drey Norwood,LA,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Melvin Smith Jr.,KC,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Jahquez Robinson,BAL,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Rob Carter,IND,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Kamari Ramsey,HOU,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Hunter Wohler,IND,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Zelmar Vedder,KC,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Malik Spencer,WAS,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Avery Smith,LAC,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Tyron Herring,CLE,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Bilhal Kone,BAL,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Kani Walker,BUF,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Collin Wright,HOU,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Paul Manning,DEN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Cam Miller,CAR,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Myles Purchase,LAC,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Will Lee,CAR,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Ethan Robinson,MIA,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Davison Igbinosun,BUF,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Devyn Perkins,LV,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Da'Veawn Armstead,MIN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Malik Muhammad,CHI,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Marquise Robinson,BAL,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Keith Abney,DET,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Dan Jackson,DET,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Alex Johnson,LA,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,2
Tamon Lynum,PIT,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Dalys Beanum,NO,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Keydrain Calligan,TEN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Isas Waxter,LAC,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Mory Bamba,NYJ,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Devin Lafayette,LV,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Maxen Hook,SEA,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Hezekiah Masses,LV,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Louis Moore,MIA,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Derrick Canteen,SF,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Austin Brown,IND,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Mansoor Delane,KC,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Nick Andersen,LA,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Jack Henderson,PIT,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Dalton Johnson,LV,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Doneiko Slaughter,PIT,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Marcus Allen,MIN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Zion Washington,CLE,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Malcolm DeWalt,ATL,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Robert McDaniel,WAS,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,1
Aamaris Brown,DET,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Devin Moore,DAL,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
D'Angelo Ponds,NYJ,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Tacario Davis,CIN,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
A.J. Haulcy,IND,DB,DB,0.18,0.0,0.0,0.0,0.0,0.18,0.35,0.0,0
Hendon Hooker,TEN,QB,QB,0.18,-0.01,0.02,0.0,0.0,0.16,0.16333333333333336,0.0,3
Creed Humphrey,KC,OL,OL,0.18,0.0,0.0,0.0,0.02,0.16,0.35,0.95,5
Cody Ford,CIN,OL,OL,0.18,0.0,0.0,0.02,0.0,0.16,0.35,0.95,7
Timmy Horne,TEN,DL,DL,0.18,0.0,0.0,0.0,0.02,0.15,0.27810160427807484,0.0,4
Albert Okwuegbunam,LV,TE,TE,0.18,0.0,0.0,0.06,0.0,0.12,0.3942207792207793,0.0,6
Jeremy Ruckert,NYJ,TE,TE,0.18,0.0,0.0,0.06,0.0,0.11,0.382091807265542,0.4,4
Adin Huntington,CLE,DL,DL,0.18,0.0,0.0,0.0,0.07,0.11,0.20076923076923078,0.0,1
Danny Striggow,JAX,DL,DL,0.18,0.0,0.0,0.0,0.07,0.11,0.1981818181818182,0.0,1
Keir Thomas,LA,LB,LB,0.18,0.0,0.0,0.0,0.08,0.1,0.25422705314009664,0.0,4
Nikko Reed,LAC,DB,DB,0.18,0.0,0.0,0.0,0.09,0.09,0.184,0.0,1
Truman Jones,TEN,LB,LB,0.18,0.0,0.0,0.0,0.09,0.09,0.21374999999999997,0.0,3
Casey Washington,ATL,WR,WR,0.18,0.0,0.0,0.1,0.0,0.08,0.23734374999999996,0.0,2
Mike Morris,SEA,DL,DL,0.18,0.0,0.0,0.0,0.1,0.08,0.14774358974358973,0.0,3
Kitan Crawford,ARI,DB,DB,0.18,0.0,0.0,0.0,0.11,0.07,0.142,0.0,1
Mitchell Tinsley,CIN,WR,WR,0.18,0.0,0.0,0.12,0.0,0.07,0.18775599128540305,0.0,3
Ben Sims,MIA,TE,TE,0.18,0.0,0.0,0.14,0.0,0.05,0.16093564845886824,0.15,3
Arron Mosby,GB,DL,DL,0.18,0.0,0.0,0.0,0.15,0.03,0.05846153846153846,0.0,4
Ihmir Smith-Marsette,ARI,WR,WR,0.18,0.0,0.13,0.02,0.0,0.03,0.07194588235294118,0.0,5
Nikko Remigio,KC,WR,WR,0.18,0.0,0.07,0.08,0.0,0.02,0.07116071428571427,0.0,3
Mike Ford,ATL,DB,DB,0.18,0.0,0.0,0.0,0.15,0.02,0.0442473604826546,0.0,8
Elic Ayomanor,TEN,WR,WR,0.17,0.0,0.0,-0.11,0.0,0.28,0.805625,0.3,1
Francisco Mauigoa,NYJ,LB,LB,0.17,0.0,0.0,0.0,0.0,0.17,0.43333333333333335,0.2,1
Jordan Clark,NYJ,DB,DB,0.17,0.0,0.0,0.0,0.0,0.17,0.34333333333333327,0.0,1
Isaiah Bond,CLE,WR,WR,0.17,0.0,0.06,-0.06,0.0,0.17,0.480625,0.8,1
Andrew Thomas,NYG,OL,OL,0.17,0.0,0.0,0.01,0.0,0.16,0.35,0.95,6
Myles Cole,NO,DL,DL,0.17,0.0,0.0,0.0,0.04,0.13,0.22750000000000004,0.0,2
TreVeyon Henderson,NE,RB,RB,0.17,0.0,0.07,-0.01,0.0,0.11,0.4304761904761906,0.65,1
Bub Means,NO,WR,WR,0.17,0.0,0.0,0.06,0.0,0.1,0.29714285714285715,0.15,2
Tomon Fox,LA,LB,LB,0.17,0.0,0.0,0.0,0.09,0.08,0.2075616631430585,0.0,4
Roman Wilson,PIT,WR,WR,0.17,0.0,0.0,0.09,0.0,0.08,0.2329807692307692,0.0,2
Ty Robinson,PHI,DL,DL,0.17,0.0,0.0,0.0,0.09,0.08,0.14545454545454548,0.0,1
Miles Battle,MIA,DB,DB,0.17,0.0,0.0,0.0,0.09,0.08,0.16,0.0,2
Chad Muma,NE,LB,LB,0.17,0.0,0.0,0.0,0.11,0.06,0.143077975376197,0.0,4
Robert Tonyan,PIT,TE,TE,0.17,0.0,0.0,0.11,0.0,0.05,0.18021764705882357,0.0,9
D.J. Ivey,CIN,DB,DB,0.17,0.0,0.0,0.0,0.12,0.05,0.09284467982997396,0.0,3
Daijahn Anthony,CIN,DB,DB,0.17,0.0,0.0,0.0,0.13,0.04,0.07336538461538461,0.0,2
Isaac Guerendo,SF,RB,RB,0.17,0.0,-0.1,0.23,0.02,0.02,0.08601562499999997,0.1,2
Terrace Marshall Jr.,MIA,WR,WR,0.16,0.0,0.0,0.0,0.0,0.16,0.45533919413919416,0.3,5
Lane Johnson,PHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,13
Darian Kinnard,GB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Garrett Bradbury,CHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,7
Terence Steele,DAL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,6
Nick Allegretti,WAS,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,7
Danny Pinter,BAL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,6
Michael Niese,DET,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Ronnie Stanley,BAL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,10
Kelvin Banks Jr.,NO,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Beaux Limmer,LA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Barry Wesley,NO,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Jacob Monk,GB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Brandon Crenshaw-Dickson,TEN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
John Ojukwu,PHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Hayden Conner,ARI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Nick Dawkins,BAL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Jake Andrews,HOU,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Julian Good-Jones,WAS,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,6
Ka'ena De Cambra,ARI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Mike McGlinchey,DEN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,8
Roger Rosengarten,BAL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Tyler Steen,PHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Nick Gargiulo,DEN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Will Putnam,LV,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Jake Majors,PHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Kam Dewberry,ATL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Robert Hainsey,JAX,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,5
Will Sherman,NO,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,5
Jimto Obidegwu,JAX,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Anton Harrison,JAX,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Henry Byrd,MIN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Chase Bisontis,ARI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Colton McKivitz,SF,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,6
Jordan Morgan,GB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Dylan McMahon,LA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Emmanuel Pregnon,JAX,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Marcus Mbow,NYG,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Jim Bonifas,MIA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Brandon Coleman,WAS,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Trevor Keegan,DAL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Chandler Zavala,CAR,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Marshall Foerner,TB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Garrett Dellinger,TEN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Wyatt Milum,JAX,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Josh Thompson,KC,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Jordan Mailata,PHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,8
Jeremiah Byers,CLE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Cam Jurgens,PHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.15,4
Aaron Banks,GB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,5
Jarrett Patterson,HOU,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Parker Brailsford,CLE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Graham Barton,TB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Javon Foster,CIN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Tylan Grable,BUF,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Christian Haynes,SEA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Caden Barnett,CHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Taliese Fuaga,NO,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Daniel Faalele,NYG,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Elijah Klein,TB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Blake Miller,DET,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Wyatt Bowles,LA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Carter Warren,MIA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Jamaree Salyer,MIA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Kolton Miller,LV,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,8
Willie Lampkin,PHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.1,1
Liam Fornadel,NYJ,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Saahdiq Charles,CAR,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,6
Christian Jones,ARI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Robert Hunt,CAR,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,6
Jedrick Wills,CHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,6
Tyler Cooper,WAS,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Christian Darrisaw,MIN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,5
Christian Jones,CIN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Josh Kaltenberger,LAC,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Chukwuma Okorafor,NYJ,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,8
Jalen Sundell,SEA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Andrew Coker,CIN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Karsen Barnhart,GB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Caedan Wallace,NE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Joe Huber,MIN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Troy Fautanu,PIT,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Bruno Fina,BUF,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
DJ Glaze,LV,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Trey Hill,TEN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,5
Will Campbell,NE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Sebastian Gutierrez,NE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Jackson Powers-Johnson,LV,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Dalton Cooper,GB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.15,1
Cole Strange,LAC,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Nash Jones,DEN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Zion Johnson,CLE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Jacob Rizy,NE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Alex Palczewski,DEN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Rasheed Miller,TEN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Armand Membou,NYJ,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Brandon Parker,SF,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,8
Xavier Newman-Johnson,NYJ,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Alaric Jackson,LA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,5
Kevin Cline,MIA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Blake Freeland,IND,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Jalen Farmer,IND,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Jacob Bayer,CIN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Gavin Gerhardt,MIN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Luke Haggard,TB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Braden Smith,HOU,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,8
Paris Johnson Jr.,ARI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Benjamin Chukwuma,TB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.15,1
Demontrey Jacobs,ARI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.15,3
Caleb Tiernan,MIN,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Mike Onwenu,NE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,6
Geno VanDeMark,IND,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Jake Brendel,SF,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,10
James Brockermeyer,ATL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Storm Norton,ATL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,9
Diego Pounds,BAL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Max Mitchell,NYJ,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Jerome Carvin,JAX,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.15,3
Ben Scott,TB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.1,1
Lorenzo Thompson,PIT,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,2
Atonio Mafi,LV,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.15,3
Josh Simmons,KC,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Max Iheanachor,PIT,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Austin Jackson,MIA,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,6
Brock Hoffman,PIT,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,4
Henry Lutovsky,TB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.0,0
Jack Conley,CLE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,1
Ethan Onianwa,ATL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Izavion Miller,CLE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Corey Levin,ATL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,9
Cameron Williams,PHI,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.0,1
O'Cyrus Torrence,BUF,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,3
Luke Goedeke,TB,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.0,4
Dalton Wagner,LV,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.1,3
Jimmy Morrissey,IND,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,5
Larry Borom,DET,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,5
Carson Vinson,BAL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.15,1
Ryan Neuzil,ATL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.15,5
Mehki Butler,NE,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.15,1
Ryan Schernecke,NYG,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Brandon Walton,ATL,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.1,6
Sam Hecht,CAR,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.95,0
Kamar Missouri,LV,OL,OL,0.16,0.0,0.0,0.0,0.0,0.16,0.35,0.0,0
