full_name,team,position,grp,points,qb,rush,recv,def,base,snap_pct,rot_w,years_exp
Josh Allen,BUF,QB,QB,5.29,3.39,0.96,0.01,0.0,0.94,0.9353141000649773,1.0,8
Brock Purdy,SF,QB,QB,5.17,3.55,0.68,0.0,0.0,0.94,0.9444680835280589,1.0,4
Jordan Love,GB,QB,QB,4.42,3.52,0.06,0.0,0.0,0.84,0.8449610136452241,1.0,6
Lamar Jackson,BAL,QB,QB,4.38,2.98,0.43,0.04,0.0,0.94,0.9431893837156995,1.0,8
Jalen Hurts,PHI,QB,QB,4.03,2.47,0.63,-0.03,0.0,0.96,0.9606139299774491,1.0,6
Patrick Mahomes,KC,QB,QB,3.95,3.14,0.02,-0.19,0.0,0.98,0.9818609022556389,1.0,9
Joe Burrow,CIN,QB,QB,3.94,2.65,0.36,0.0,0.0,0.93,0.9322491916064671,1.0,6
Dak Prescott,DAL,QB,QB,3.89,3.09,-0.14,0.0,0.0,0.94,0.9408844278452122,1.0,10
Jared Goff,DET,QB,QB,3.59,3.17,-0.64,0.08,0.0,0.98,0.9842261126672892,1.0,10
Matthew Stafford,LA,QB,QB,3.47,3.08,-0.61,0.02,0.0,0.99,0.9859567901234568,1.0,17
Will Anderson Jr.,HOU,DL,DL,3.45,0.0,0.0,0.0,3.09,0.36,0.6544230769230769,0.8,3
Puka Nacua,LA,WR,WR,3.44,0.0,0.52,2.66,0.0,0.26,0.7406488690496787,0.85,3
Bo Nix,DEN,QB,QB,3.33,2.18,0.02,0.14,0.0,0.99,0.9937499999999999,1.0,2
Justin Herbert,LAC,QB,QB,3.31,2.2,0.12,0.01,0.0,0.97,0.9720221216691804,1.0,6
Jayden Daniels,WAS,QB,QB,3.31,2.3,0.1,0.0,0.0,0.91,0.9092857142857141,1.0,2
T.J. Watt,PIT,LB,LB,3.28,0.0,0.0,0.0,2.95,0.33,0.8305823529411764,0.9,9
Myles Garrett,LA,DL,DL,3.25,0.0,0.0,0.0,2.8,0.44,0.8011437908496732,0.8,9
Danielle Hunter,HOU,DL,DL,3.19,0.0,0.0,0.0,2.78,0.41,0.7487257031467558,0.75,11
Daniel Jones,IND,QB,QB,3.15,1.72,0.49,0.01,0.0,0.92,0.9226420789087454,1.0,7
Sam Darnold,SEA,QB,QB,3.14,2.64,-0.35,0.0,0.0,0.85,0.8548518518518519,1.0,8
Baker Mayfield,TB,QB,QB,3.05,2.24,-0.16,0.0,0.0,0.98,0.9766214555997839,1.0,8
Aidan Hutchinson,DET,DL,DL,3.02,0.0,0.0,0.0,2.54,0.48,0.8771019151846784,0.8,4
Drake Maye,NE,QB,QB,2.87,2.83,-0.66,-0.21,0.0,0.91,0.9053021978021978,1.0,2
Caleb Williams,CHI,QB,QB,2.82,1.8,-0.39,0.42,0.0,0.99,0.9901044891640866,1.0,2
Kyler Murray,MIN,QB,QB,2.78,1.77,0.04,0.0,0.0,0.97,0.974988304614775,1.0,7
Trevor Lawrence,JAX,QB,QB,2.77,1.9,-0.07,0.0,0.0,0.95,0.9496914239574973,1.0,5
Maxx Crosby,LV,DL,DL,2.74,0.0,0.0,0.0,2.22,0.52,0.9474074074074073,0.8,7
Micah Parsons,GB,LB,LB,2.73,0.0,0.0,0.0,2.41,0.32,0.7998042626257281,0.9,5
Montez Sweat,CHI,DL,DL,2.72,0.0,0.0,0.0,2.34,0.38,0.6938459580323357,0.8,7
C.J. Stroud,HOU,QB,QB,2.69,1.85,-0.04,-0.06,0.0,0.94,0.9376667063586568,1.0,3
Brian Burns,NYG,LB,LB,2.67,0.0,0.0,0.0,2.36,0.32,0.7954338235294117,0.9,7
Tua Tagovailoa,ATL,QB,QB,2.63,2.64,-0.96,0.0,0.0,0.95,0.9525197148530482,1.0,6
Jaxson Dart,NYG,QB,QB,2.63,1.41,0.38,0.0,0.0,0.84,0.8364285714285715,1.0,1
Nick Herbig,PIT,LB,LB,2.63,0.0,0.0,0.0,2.44,0.19,0.4782763532763532,0.75,3
Josh Sweat,ARI,LB,LB,2.61,0.0,0.0,0.0,2.38,0.23,0.5770733287467034,0.9,8
Trey Hendrickson,BAL,DL,DL,2.6,0.0,0.0,0.0,2.25,0.36,0.6473900612096691,0.8,9
Nik Bonitto,DEN,LB,LB,2.59,0.0,0.0,0.0,2.36,0.23,0.568172174622603,0.9,4
Rashan Gary,DAL,DL,DL,2.57,0.0,0.0,0.0,2.24,0.34,0.6099964835836869,0.8,7
Kerby Joseph,DET,DB,DB,2.55,0.0,0.0,0.0,2.1,0.45,0.9049437604499164,0.92,4
Tuli Tuipulotu,LAC,LB,LB,2.55,0.0,0.0,0.0,2.26,0.29,0.7320361990950226,0.9,3
Cobie Durant,DAL,DB,DB,2.54,0.0,0.0,0.0,2.2,0.34,0.6896074923708303,0.92,4
Mac Jones,SF,QB,QB,2.53,1.71,0.04,0.0,0.0,0.79,0.7876539361872696,0.0,5
Nick Bosa,SF,DL,DL,2.53,0.0,0.0,0.0,2.14,0.39,0.7147426900584795,0.8,7
Bradley Chubb,BUF,LB,LB,2.53,0.0,0.0,0.0,2.24,0.29,0.7188165266106443,0.9,8
Jeffery Simmons,TEN,DL,DL,2.5,0.0,0.0,0.01,2.04,0.45,0.8165703703703703,0.8,7
Will McDonald IV,NYJ,DL,DL,2.49,0.0,0.0,0.0,2.17,0.31,0.5710135746606335,0.8,3
Carl Granderson,NO,LB,LB,2.49,0.0,0.0,0.0,2.22,0.27,0.6780647058823529,0.9,7
Dallas Turner,MIN,LB,LB,2.49,0.0,0.0,0.0,2.29,0.2,0.5125,0.9,2
Kirk Cousins,LV,QB,QB,2.47,1.85,-0.27,-0.04,0.0,0.93,0.9251115520282183,1.0,14
Odafe Oweh,WAS,LB,LB,2.43,0.0,0.0,0.0,2.23,0.2,0.5112233918128655,0.9,5
Alex Highsmith,PIT,LB,LB,2.37,0.0,0.0,0.0,2.06,0.31,0.7665737109658678,0.45,6
Kevin Byard,NE,DB,DB,2.36,0.0,0.0,0.0,1.86,0.5,0.9916612773764477,0.92,10
James Pearce Jr.,ATL,LB,LB,2.33,0.0,0.0,0.0,2.11,0.21,0.5305882352941176,0.9,1
Laiatu Latu,IND,DL,DL,2.3,0.0,0.0,0.0,1.95,0.35,0.632049632352941,0.8,2
Marlon Humphrey,BAL,DB,DB,2.29,0.0,0.0,0.0,1.85,0.43,0.8640224466891133,0.92,9
Greg Rousseau,BUF,DL,DL,2.29,0.0,0.0,0.0,1.93,0.36,0.6614072774528914,0.8,5
Josh Hines-Allen,JAX,DL,DL,2.26,0.0,0.0,0.0,1.84,0.42,0.7674186159844054,0.8,7
Chase Young,NO,LB,LB,2.25,0.0,0.0,0.0,1.98,0.27,0.6809265756985056,0.75,6
Jared Verse,CLE,LB,LB,2.23,0.0,0.0,0.0,1.92,0.3,0.7555427631578948,0.9,2
Michael Penix Jr.,ATL,QB,QB,2.21,1.53,-0.15,0.0,0.0,0.83,0.8316388888888888,0.0,2
Amon-Ra St. Brown,DET,WR,WR,2.21,0.02,0.2,1.64,0.04,0.3,0.8582704391698199,0.85,5
Calen Bullock,HOU,DB,DB,2.2,0.0,0.0,0.0,1.74,0.47,0.9305921052631579,0.92,2
Antoine Winfield Jr.,TB,DB,DB,2.18,0.0,0.0,0.0,1.71,0.48,0.9571700886202434,0.92,6
Aaron Rodgers,PIT,QB,QB,2.17,1.53,-0.06,-0.13,0.0,0.82,0.8196209150326798,1.0,21
Kobie Turner,LA,DL,DL,2.17,0.0,0.0,0.0,1.79,0.37,0.6791467986204828,0.75,3
Geno Stone,BUF,DB,DB,2.15,0.0,0.0,0.0,1.73,0.42,0.8380102281848412,0.92,6
Andrew Van Ginkel,MIN,LB,LB,2.15,0.0,0.0,0.0,1.86,0.29,0.7179288307915759,0.75,7
Tyler Shough,NO,QB,QB,2.13,1.31,-0.01,0.0,0.0,0.83,0.8345454545454545,1.0,1
Ernest Jones,SEA,LB,LB,2.13,0.0,0.0,0.0,1.77,0.36,0.8981542302106027,0.9,5
Chris Jones,KC,DL,DL,2.12,0.0,0.0,0.0,1.71,0.42,0.7598893246187363,0.8,10
Khalil Mack,LAC,LB,LB,2.12,0.0,0.0,0.0,1.85,0.27,0.6693721978820019,0.75,12
Jessie Bates,ATL,DB,DB,2.1,0.0,0.0,0.0,1.61,0.49,0.9861816305469557,0.92,8
Malik Willis,MIA,QB,QB,2.09,1.85,-0.15,0.0,0.0,0.39,0.39092469545957925,1.0,4
C.J. Gardner-Johnson,BUF,DB,DB,2.08,0.0,0.0,0.0,1.65,0.43,0.8683439153439153,0.88,7
Jonathan Greenard,PHI,LB,LB,2.08,0.0,0.0,0.0,1.79,0.28,0.7119215686274509,0.9,6
Leonard Williams,SEA,DL,DL,2.05,0.0,0.0,0.0,1.65,0.4,0.7226034339661791,0.8,11
Kyle Hamilton,BAL,DB,DB,2.04,0.0,0.0,0.0,1.58,0.45,0.9014930880552954,0.88,4
Jaxon Smith-Njigba,SEA,WR,WR,2.04,0.07,0.0,1.69,0.0,0.27,0.7768476621417797,0.85,3
Marcus Jones,NE,DB,DB,2.04,0.0,0.0,0.17,1.57,0.3,0.5971960132890367,0.82,4
Harold Landry III,NE,LB,LB,2.04,0.0,0.0,0.0,1.75,0.29,0.7373935915829747,0.9,8
Ed Oliver,BUF,DL,DL,2.03,0.0,0.0,0.0,1.71,0.33,0.5958569582998892,0.75,7
Camryn Bynum,IND,DB,DB,2.01,0.0,0.0,0.0,1.55,0.45,0.9089069405539996,0.92,5
Michael Danna,BUF,DL,DL,2.01,0.0,0.0,0.0,1.73,0.29,0.5264074074074075,0.65,6
Mike Sainristil,WAS,DB,DB,2.0,0.0,0.0,0.0,1.55,0.45,0.8998933823529411,0.92,2
Byron Murphy,MIN,DB,DB,1.99,0.0,0.0,0.0,1.5,0.48,0.9694219317356573,0.92,7
Braden Fiske,LA,DL,DL,1.99,0.0,0.0,0.0,1.7,0.29,0.5195065789473684,0.65,2
DeMarcus Lawrence,SEA,LB,LB,1.99,0.0,0.0,0.0,1.75,0.24,0.5994883040935672,0.75,12
K'Lavon Chaisson,WAS,LB,LB,1.98,0.0,0.0,0.0,1.78,0.21,0.5155111903347197,0.45,6
Jaycee Horn,CAR,DB,DB,1.97,0.0,0.0,0.0,1.51,0.46,0.92223546170605,0.92,5
Devin Lloyd,CAR,LB,LB,1.97,0.0,0.0,0.0,1.66,0.32,0.7954898000815993,0.9,4
Jalyx Hunt,PHI,LB,LB,1.97,0.0,0.0,0.0,1.78,0.19,0.4796666666666667,0.45,2
Jameis Winston,NYG,QB,QB,1.96,0.78,0.32,0.26,0.0,0.61,0.6088994708994709,0.0,11
Julian Love,SEA,DB,DB,1.94,0.0,0.15,0.0,1.34,0.44,0.8809422327853699,0.92,7
George Pickens,DAL,WR,WR,1.94,0.0,-0.01,1.66,0.0,0.28,0.8134205806353548,0.85,4
Derek Stingley Jr.,HOU,DB,DB,1.93,0.0,0.0,0.0,1.47,0.46,0.9196181569008985,0.88,4
George Karlaftis,KC,DL,DL,1.92,0.0,0.0,0.0,1.5,0.42,0.7717246022031822,0.75,4
Zach Sieler,MIA,DL,DL,1.92,0.0,0.0,0.0,1.51,0.41,0.7482254175744373,0.8,8
Donte Jackson,LAC,DB,DB,1.92,0.0,0.0,0.0,1.56,0.36,0.7193626543209876,0.88,8
Zack Baun,PHI,LB,LB,1.92,0.0,0.0,0.0,1.62,0.3,0.7472084464555051,0.75,6
Xavier McKinney,GB,DB,DB,1.91,0.0,0.0,0.0,1.42,0.5,0.9913408595761537,0.92,6
Byron Young,LA,LB,LB,1.91,0.0,0.0,0.0,1.6,0.3,0.7594084570400359,0.9,3
Frankie Luvu,WAS,LB,LB,1.89,0.0,0.0,0.0,1.52,0.37,0.9322296296296295,0.75,8
Minkah Fitzpatrick,NYJ,DB,DB,1.88,0.0,0.0,0.0,1.4,0.47,0.946913719831367,0.92,8
Reed Blankenship,HOU,DB,DB,1.88,0.0,0.0,0.0,1.43,0.44,0.8876420447097964,0.82,4
DeForest Buckner,IND,DL,DL,1.88,0.0,0.0,0.0,1.49,0.4,0.7193464052287581,0.75,10
Carlton Davis III,NE,DB,DB,1.87,0.0,0.0,0.0,1.43,0.45,0.8964957264957266,0.88,8
Kaden Elliss,NO,LB,LB,1.87,0.0,0.0,0.0,1.5,0.36,0.9119547511312217,0.45,7
Tyree Wilson,NO,DL,DL,1.87,0.0,0.0,0.0,1.63,0.24,0.4412669683257918,0.75,3
Marcus Mariota,WAS,QB,QB,1.86,1.38,-0.04,0.0,0.0,0.52,0.5208797979797981,0.0,11
Derrick Brown,CAR,DL,DL,1.86,0.0,0.0,0.0,1.4,0.45,0.8220526506899055,0.8,6
Jalen Carter,PHI,DL,DL,1.86,0.0,0.0,0.0,1.42,0.44,0.7912669683257917,0.8,3
Nakobe Dean,LV,LB,LB,1.86,0.0,0.0,0.0,1.61,0.25,0.6372346723044396,0.9,4
Tyrice Knight,SEA,LB,LB,1.86,0.0,0.0,0.0,1.72,0.14,0.36161595394736845,0.45,2
Justin Fields,KC,QB,QB,1.84,0.86,0.22,-0.06,0.0,0.82,0.8247706466373133,0.0,5
Grant Delpit,CLE,DB,DB,1.84,0.0,0.0,0.0,1.36,0.47,0.9454102564102566,0.92,6
Travon Walker,JAX,DL,DL,1.84,0.0,0.0,0.0,1.45,0.38,0.6969037847697219,0.75,4
Robert Spillane,NE,LB,LB,1.84,0.0,0.0,0.0,1.48,0.36,0.8918366013071896,0.75,8
Jaylinn Hawkins,BAL,DB,DB,1.84,0.0,0.0,0.0,1.5,0.34,0.6881809302668435,0.82,6
Sheldon Rankins,HOU,DL,DL,1.83,0.0,0.0,0.0,1.5,0.33,0.5973160925188788,0.65,10
Jalon Walker,ATL,LB,LB,1.83,0.0,0.0,0.0,1.63,0.2,0.502,0.75,1
Brandin Echols,PIT,DB,DB,1.83,0.0,0.0,0.08,1.56,0.19,0.37259110823816705,0.15,5
Jack Sawyer,PIT,LB,LB,1.83,0.0,0.0,0.0,1.73,0.1,0.25111111111111106,0.0,1
Jordan Battle,CIN,DB,DB,1.82,0.0,0.0,0.0,1.47,0.35,0.7071493212669683,0.88,3
Brian Branch,DET,DB,DB,1.81,0.0,0.0,0.0,1.35,0.45,0.9083651751298809,0.88,3
Elijah Molden,LAC,DB,DB,1.8,0.0,0.0,0.0,1.45,0.36,0.7142426009720126,0.82,5
Charles Omenihu,WAS,DL,DL,1.8,0.0,0.0,0.0,1.5,0.3,0.5406779956427015,0.75,7
Dante Fowler Jr.,SEA,DL,DL,1.8,0.0,0.0,0.0,1.6,0.2,0.3661253504130697,0.75,11
Jalen Ramsey,PIT,DB,DB,1.79,0.0,0.0,0.0,1.31,0.48,0.9581384960718294,0.88,10
Kyle Dugger,CIN,DB,DB,1.79,0.0,0.0,0.0,1.39,0.41,0.8132846740405564,0.92,6
Dexter Lawrence,CIN,DL,DL,1.79,0.0,0.0,0.0,1.4,0.39,0.7031532316630356,0.8,7
Arik Armstead,JAX,DL,DL,1.78,0.0,0.0,0.0,1.45,0.32,0.5870113289760348,0.65,11
Nahshon Wright,NYJ,DB,DB,1.78,0.0,0.0,0.0,1.54,0.23,0.4670958164642374,0.82,5
Jaquan Brisker,PIT,DB,DB,1.77,0.0,0.0,0.0,1.28,0.49,0.9836964504283966,0.92,4
Terrel Bernard,BUF,LB,LB,1.77,0.0,0.0,0.0,1.45,0.32,0.8105065359477125,0.75,4
Yaya Diaby,TB,LB,LB,1.77,0.0,0.0,0.0,1.5,0.27,0.6873694795057022,0.9,3
Zach Harrison,ATL,DL,DL,1.77,0.0,0.0,0.0,1.54,0.23,0.4217446401637578,0.8,3
Eric Wilson,MIN,LB,LB,1.77,0.0,0.0,0.0,1.54,0.23,0.5692786415510874,0.45,9
Alontae Taylor,TEN,DB,DB,1.76,0.0,0.0,0.0,1.3,0.46,0.9105208881405872,0.92,4
Quinnen Williams,DAL,DL,DL,1.76,0.0,0.0,0.0,1.39,0.37,0.6710204793028322,0.75,7
DeVonta Smith,PHI,WR,WR,1.76,0.0,-0.03,1.45,0.04,0.31,0.879838779956427,0.85,5
Dorance Armstrong,WAS,DL,DL,1.76,0.0,0.0,0.0,1.48,0.29,0.5247673814165043,0.65,8
Jaelan Phillips,CAR,LB,LB,1.76,0.0,0.0,0.0,1.49,0.28,0.6936397966594046,0.75,5
George Kittle,SF,TE,TE,1.76,0.0,-0.06,1.57,0.0,0.25,0.8314518518518518,0.8,9
Tyrel Dodson,MIA,LB,LB,1.75,0.0,0.0,0.0,1.48,0.28,0.6956448801742918,0.9,7
Jalen Thompson,DAL,DB,DB,1.74,0.0,0.0,0.0,1.26,0.49,0.9721838779956428,0.88,7
Derwin James,LAC,DB,DB,1.74,0.0,0.0,0.0,1.27,0.47,0.937225,0.92,8
Javon Hargrave,GB,DL,DL,1.74,0.0,0.0,0.0,1.42,0.32,0.5901842449260406,0.8,10
Keeanu Benton,PIT,DL,DL,1.74,0.0,0.0,0.0,1.42,0.32,0.5817236467236466,0.75,3
Paulson Adebo,NYG,DB,DB,1.73,0.0,0.0,0.0,1.27,0.47,0.9375881921999569,0.92,5
Bryan Bresee,NO,DL,DL,1.73,0.0,0.0,0.0,1.39,0.35,0.6292408245349422,0.8,3
Daiyan Henley,LAC,LB,LB,1.73,0.0,0.0,0.0,1.41,0.31,0.7857214680744093,0.45,3
Cody Barton,TEN,LB,LB,1.72,0.0,0.0,0.0,1.35,0.36,0.9093960113960114,0.9,7
Jarrian Jones,JAX,DB,DB,1.72,0.0,0.0,0.0,1.46,0.26,0.5270955882352941,0.88,2
Jonathon Cooper,DEN,LB,LB,1.72,0.0,0.0,0.0,1.47,0.26,0.638995028420725,0.75,5
Nico Collins,HOU,WR,WR,1.72,0.0,0.19,1.29,-0.01,0.25,0.7185353874883287,0.85,5
Jalen Pitre,HOU,DB,DB,1.71,0.0,0.0,0.0,1.26,0.45,0.896904924760602,0.62,4
Vita Vea,TB,DL,DL,1.71,0.0,0.0,0.0,1.34,0.37,0.6813031227305735,0.8,8
Maliek Collins,CLE,DL,DL,1.71,0.0,0.0,0.0,1.36,0.35,0.6426496732026145,0.8,10
Arden Key,IND,DL,DL,1.71,0.0,0.0,0.0,1.37,0.34,0.609618954248366,0.65,8
Kayvon Thibodeaux,NYG,LB,LB,1.71,0.0,0.0,0.0,1.41,0.3,0.7597845417236662,0.75,4
Tre'von Moehrig,CAR,DB,DB,1.7,0.0,0.0,0.0,1.21,0.49,0.9791822803195352,0.88,5
Carson Schwesinger,CLE,LB,LB,1.7,0.0,0.0,0.0,1.31,0.39,0.9687500000000001,0.75,1
Ji'Ayir Brown,SF,DB,DB,1.7,0.0,0.0,0.0,1.34,0.36,0.7139031339031338,0.92,3
Ja'Quan McMillian,DEN,DB,DB,1.7,0.0,0.0,0.0,1.35,0.35,0.7076022541819665,0.88,4
D.J. Wonnum,DET,LB,LB,1.7,0.0,0.0,0.0,1.41,0.29,0.72180522875817,0.75,6
Alex Wright,CLE,DL,DL,1.7,0.0,0.0,0.0,1.44,0.26,0.475298026187219,0.75,4
Xavier Watts,ATL,DB,DB,1.69,0.0,0.0,0.0,1.2,0.5,0.9905882352941177,0.88,1
Talanoa Hufanga,DEN,DB,DB,1.69,0.0,0.0,0.0,1.26,0.43,0.8542678952282666,0.92,5
Jamel Dean,PIT,DB,DB,1.69,0.0,0.0,0.0,1.29,0.4,0.8021675836146424,0.82,7
James Houston,DAL,DL,DL,1.69,0.0,0.0,0.0,1.56,0.14,0.24984336229206264,0.55,4
Christian Benford,BUF,DB,DB,1.68,0.0,0.0,0.0,1.23,0.45,0.9004150516795867,0.82,4
Mike Jackson,CAR,DB,DB,1.68,0.0,0.0,0.0,1.25,0.43,0.8568569353667393,0.82,7
Cameron Heyward,PIT,DL,DL,1.68,0.0,0.0,0.0,1.29,0.39,0.7168140885984021,0.8,15
Quincy Williams,CLE,LB,LB,1.68,0.0,0.0,0.0,1.31,0.37,0.9165316071727836,0.45,7
Tucker Kraft,GB,TE,TE,1.68,0.0,0.22,1.22,0.0,0.24,0.813301844354476,0.8,3
Nate Wiggins,BAL,DB,DB,1.67,0.0,0.0,0.0,1.25,0.42,0.8333088235294117,0.62,2
Daron Payne,WAS,DL,DL,1.67,0.0,0.0,0.0,1.3,0.38,0.68403302373581,0.8,8
Adam Butler,LV,DL,DL,1.67,0.0,0.0,0.0,1.3,0.37,0.6721425155428025,0.75,9
Dayo Odeyingbo,CHI,DL,DL,1.67,0.0,0.0,0.0,1.32,0.35,0.6446705882352941,0.75,5
Dre'Mont Jones,NE,LB,LB,1.67,0.0,0.0,0.0,1.41,0.26,0.6489832970225127,0.45,7
Kam Curl,LA,DB,DB,1.66,0.0,0.0,0.0,1.17,0.48,0.9688472222222221,0.92,6
Tykee Smith,TB,DB,DB,1.65,0.0,0.0,0.0,1.23,0.42,0.8384151785714286,0.88,2
Nick Bolton,KC,LB,LB,1.65,0.0,0.0,0.0,1.28,0.37,0.9332215227611513,0.9,5
Zay Flowers,BAL,WR,WR,1.65,0.0,0.2,1.16,0.0,0.29,0.824788838612368,0.85,3
Kamren Kinchens,LA,DB,DB,1.64,0.0,0.0,0.0,1.32,0.32,0.6466447368421052,0.82,2
Ja'Marr Chase,CIN,WR,WR,1.64,-0.04,-0.0,1.35,0.0,0.32,0.9233292872704637,0.85,5
Calais Campbell,BAL,DL,DL,1.64,0.0,0.0,0.0,1.35,0.3,0.5404287581699347,0.75,18
John Franklin-Myers,TEN,DL,DL,1.64,0.0,0.0,0.0,1.37,0.27,0.496714415395788,0.75,8
Nic Scourton,CAR,LB,LB,1.64,0.0,0.0,0.0,1.36,0.27,0.6799999999999999,0.45,1
Tony Jefferson,LAC,DB,DB,1.64,0.0,0.0,0.0,1.39,0.25,0.5054579630895422,0.3,13
Jacoby Brissett,ARI,QB,QB,1.63,0.97,-0.03,0.0,0.0,0.69,0.6908496873496872,1.0,10
Trent McDuffie,LA,DB,DB,1.63,0.0,0.0,0.0,1.16,0.47,0.9414464067144608,0.88,4
Dennis Gardeck,JAX,LB,LB,1.62,0.0,0.0,0.0,1.46,0.16,0.39452677663658053,0.75,8
Jevon Holland,NYG,DB,DB,1.61,0.0,0.0,0.0,1.16,0.45,0.9061312169312169,0.88,5
Fred Warner,SF,LB,LB,1.61,0.0,0.0,0.0,1.25,0.36,0.895659637656232,0.9,8
Austin Booker,CHI,DL,DL,1.61,0.0,0.0,0.0,1.27,0.34,0.6142279411764707,0.65,2
Joseph Ossai,NYJ,DL,DL,1.61,0.0,0.0,0.0,1.33,0.29,0.51859482838423,0.75,5
Tee Higgins,CIN,WR,WR,1.61,0.0,0.0,1.34,0.0,0.27,0.7847076023391814,0.8,6
Baron Browning,ARI,LB,LB,1.61,0.0,0.0,0.0,1.39,0.21,0.534136100936101,0.45,5
T.J. Edwards,CHI,LB,LB,1.6,0.0,0.0,0.0,1.24,0.36,0.8914248366013072,0.9,7
Andru Phillips,NYG,DB,DB,1.6,0.0,0.0,0.0,1.28,0.33,0.6541228991596638,0.82,2
Abdul Carter,NYG,LB,LB,1.6,0.0,0.0,0.0,1.29,0.3,0.7617647058823529,0.45,1
CeeDee Lamb,DAL,WR,WR,1.6,-0.0,0.03,1.3,0.0,0.27,0.7806310121709502,0.8,6
Tarheeb Still,LAC,DB,DB,1.59,0.0,0.0,0.0,1.17,0.42,0.8418749999999999,0.62,2
Jack Jones,SF,DB,DB,1.59,0.0,0.0,0.0,1.19,0.4,0.8088066926233821,0.88,4
Keisean Nixon,GB,DB,DB,1.59,0.0,0.02,0.0,1.17,0.4,0.795426441921798,0.88,7
Jack Campbell,DET,LB,LB,1.59,0.0,0.0,0.0,1.23,0.36,0.8925082956259427,0.9,3
Devin Bush,CHI,LB,LB,1.59,0.0,0.0,0.0,1.34,0.25,0.6281677895089659,0.75,7
Amani Hooker,TEN,DB,DB,1.58,0.0,0.09,0.03,0.99,0.47,0.9371578483245151,0.88,7
Foye Oluokun,JAX,LB,LB,1.58,0.0,0.0,0.0,1.2,0.38,0.9416631296693215,0.9,8
Budda Baker,ARI,DB,DB,1.57,0.0,0.0,0.0,1.08,0.49,0.9798198983297023,0.92,9
Jacob Parrish,TB,DB,DB,1.57,0.0,0.0,0.0,1.21,0.36,0.7164705882352941,0.82,1
Grover Stewart,IND,DL,DL,1.57,0.0,0.0,0.0,1.24,0.33,0.6006072489601899,0.55,9
A'Shawn Robinson,TB,DL,DL,1.57,0.0,0.0,0.0,1.24,0.33,0.5948033302209773,0.75,10
Mack Wilson,ARI,LB,LB,1.57,0.0,0.0,0.0,1.29,0.28,0.6967917833800187,0.75,7
Zaire Franklin,GB,LB,LB,1.56,0.0,0.0,0.0,1.18,0.38,0.9416078431372549,0.75,8
Cooper DeJean,PHI,DB,DB,1.55,0.0,0.0,0.0,1.11,0.44,0.8725845588235294,0.92,2
Zach Allen,DEN,DL,DL,1.55,0.0,0.0,0.0,1.12,0.43,0.7748224048053769,0.8,7
Jourdan Lewis,JAX,DB,DB,1.55,0.0,0.0,0.0,1.15,0.39,0.7888507625272331,0.92,9
Jordan Addison,MIN,WR,WR,1.55,0.0,0.72,0.53,0.0,0.29,0.8355817711700064,0.8,3
Patrick Queen,PIT,LB,LB,1.54,0.0,0.0,0.0,1.15,0.38,0.9604524710468981,0.2,6
Jaylen Waddle,DEN,WR,WR,1.54,-0.02,0.16,1.14,0.0,0.27,0.7622561728395061,0.85,5
Patrick Jones II,CAR,LB,LB,1.54,0.0,0.0,0.0,1.32,0.22,0.550631808278867,0.2,5
Denzel Ward,CLE,DB,DB,1.53,0.0,0.0,0.0,1.12,0.4,0.8057338624338624,0.82,8
Nick Cross,WAS,DB,DB,1.52,0.0,0.0,0.0,1.13,0.39,0.7746716826265391,0.88,4
Jordyn Brooks,MIA,LB,LB,1.52,0.0,0.0,0.0,1.16,0.36,0.9022761437908495,0.75,6
A.J. Brown,NE,WR,WR,1.52,-0.01,0.01,1.21,0.0,0.31,0.8845273576097106,0.85,7
Ahkello Witherspoon,WAS,DB,DB,1.52,0.0,0.0,0.0,1.23,0.3,0.593189417989418,0.62,9
Justin Reid,NO,DB,DB,1.51,0.0,0.0,0.0,1.05,0.46,0.9198339781076622,0.92,8
Tyrique Stevenson,CHI,DB,DB,1.51,0.0,0.0,0.0,1.15,0.37,0.7350480769230768,0.88,3
Jalen Redmond,MIN,DL,DL,1.51,0.0,0.0,0.0,1.2,0.31,0.5576575630252101,0.8,3
Christian Rozeboom,TB,LB,LB,1.51,0.0,0.0,0.0,1.24,0.27,0.6742008288695597,0.45,6
Al-Quadin Muhammad,TB,DL,DL,1.51,0.0,0.0,0.0,1.26,0.25,0.4572708978328173,0.55,9
Derick Hall,SEA,LB,LB,1.51,0.0,0.0,0.0,1.32,0.19,0.4647963800904978,0.2,3
Jonathan Allen,CIN,DL,DL,1.5,0.0,0.0,0.0,1.1,0.4,0.7245177510398098,0.75,9
Sean Murphy-Bunting,ARI,DB,DB,1.5,0.0,0.0,0.0,1.12,0.39,0.7709907692307691,0.88,7
Edgerrin Cooper,GB,LB,LB,1.5,0.0,0.0,0.0,1.17,0.33,0.8239117647058825,0.45,2
Jarran Reed,SEA,DL,DL,1.5,0.0,0.0,0.0,1.19,0.31,0.5680259803921568,0.65,10
Rashee Rice,KC,WR,WR,1.5,0.0,0.2,0.83,0.23,0.24,0.681628205128205,0.85,3
Kamari Lassiter,HOU,DB,DB,1.49,0.0,0.0,0.0,1.01,0.48,0.9539930555555556,0.3,2
DJ Moore,BUF,WR,WR,1.49,0.2,0.14,0.7,0.14,0.31,0.8897330581355349,0.85,8
Milton Williams,NE,DL,DL,1.49,0.0,0.0,0.0,1.2,0.29,0.5283923332295881,0.8,5
